text,category,stance,Lemmatization
بالأسماء مركزا أبوظبي يوفر لقاح كورونا مجانا بدون موعد,plan,1,سمء ركز وظب وفر لقح كورو مجا بدن وعد
الضاحية الجنوبية الأن   يوجد لدينا لقاح الحسين والكمية محدودة,plan,0,ضحي جنب الأ وجد لدي لقح حسن كمة حدد
بدعم إيمان المنصور تكتب قصة نجاح للوطن الوصول لقاح سعودي ضد ,info_news,1,دعم ايم نصر كتب قصة نجح وطن وصل لقح سعد ضد
صباحك ومطرحك وزيرة الصحه تعلن مؤتمر صحفي اليوم خطة توزيع لقاح كورونا الصيني   اسمعنا,plan,1,صبح طرح وزر صحه تعل ؤمر صحف اليوم خطة وزع لقح كورو صين سمع
الصحة الأميركية ملايين شخص حصلوا الجرعة الأولى لقاح ,info_news,1,صحة امر لاي شخص حصل جرع ولى لقح
وزير الصحة للمملكة الإقبال جيد ونتوقع زيادته الأيام المقبلة  ,info_news,1,وزر صحة ملك قبل جيد وقع زيد ايم قبل
خذ مطعوم كورونا متت خير متت برضوا خير,personal,0,خذ طعم كورو متت خير متت برض خير
مدير منظمة العالم شفا فشل أخلاقي كارثي يتعلق بلقاحات,info_news,0,دير نظم علم شفا فشل خلق كرث علق لقح
الانتقادات وجهت العام الماضي لإطلاقه مبكر لقاح سبوتنيك فعال ضد فيروس بنسبة,info_news,1,نقد وجه عام اضي إطلاق بكر لقح سبت فعل ضد يرس نسب
الي سمح لهالاشكال تتطعم  خليه ياخذ لقاح ايران,info_news,0,الي سمح لهالاشكال طعم خله يخذ لقح اير
عاجل هيئة الدواء الهولندية تتوقع يكون لقاح فعالا ضد السلالة الجديدة لفيروس,info_news,1,عجل هيئ دوء هولند وقع يكون لقح فعل ضد سلل جدد يرس
كاركاتير لصحيفة تركية يسلط الضوء غلي صفقة تسليم الايغور مقابل لقاح كورونا,info_news,1,كاركاتير صحف ركي سلط ضوء غلي صفق سلم يغر قبل لقح كورو
وزير الصحة التركي نبدأ تطعيم المواطنين تتجاوز أعمارهم عاما اعتبارا الخميس,info_news,1,وزر صحة ترك بدأ طعم وطن جوز عمر عما عبر خمس
المفوضية الأوروبية نجهز خطة لمساعدة الدول الفقيرة للحصول لقاح كورونا,plan,1,فوض ورب جهز خطة سعد دول فقر حصل لقح كورو
ترصد رحلة لقاح بايونتك المستودعات الطبية بمطار فرانكفورت العالم,info_news,1,رصد رحل لقح بين ودع طبة طار فرانكفورت علم
سيدي يتلقى الجرعة الأولى لقاح احفظ سيدي بحفظك,celebrity,1,سيد لقى جرع ولى لقح حفظ سيد حفظ
اليونسيف سنوفر مليار جرعة لقاح كورونا لـ دولة فقيرة,plan,1,نسف وفر لير جرع لقح كورو لـ دول فقر
ووفقا لمراكز السيطرة الأمراض تلقى مليون شخص جرعتهم الأولى لقاح كوفيد الولايات المتحدة الان,info_news,1,وفق ركز يطر مرض لقى ملي شخص جرع ولى لقح كوفيد ولي تحد الن
روسيا تفند أنباء رفض البرازيل تسجيل لقاح سبوتنيك,info_news,1,روس فند باء رفض رازيل سجل لقح سبت
اسرائيل ترفض توفير لقاح كورونا طلب السلطه الفلسطينيه,plan,-1,رائيل رفض وفر لقح كورو طلب سلط فلسطينيه
فيديو أمير يتلقى الجرعة الأولى لقاح,celebrity,1,يدو امر لقى جرع ولى لقح
الملك سلمان بن عبد العزيز يتلقى الجرعة الأولى اللقاح المضاد لفيروس المستجد ,celebrity,1,ملك سلم بن عبد عزز لقى جرع ولى لقح ضاد يرس سجد
وزير الشؤون الإسلامية يتلقى الجرعة الثانية لقاح,celebrity,1,وزر شؤن سلم لقى جرع ثني لقح
محافظة نحتاج إعطاء اللقاح لـ شخص يوميا نستطيع تطعيم ملايين شخص خلال أشهر    ,info_news,1,حفظ حتج عطء لقح لـ شخص يوم تطع طعم لاي شخص خلل شهر
توتر الفارس اثناء تلقيها لقاح كورونا,celebrity,-1,وتر فرس ثنء تلق لقح كورو
علينا بالتعامل اثبت إخلاصه ووفاءه  نكثه للعهود والعقود ويتاجر بأرواحنا ,info_news,1,علي عمل اثب خلص وفء نكث عهد عقد تجر أرواح
علقت الطبيبة أعطت والدها الجرعة الثانية لقاح الواقعة فيديو,info_news,0,علق طبب اعط دها جرع ثني لقح وقع يدو
خادم الحرمين الشريفين حفظه الله يتلقى الجرعة الأولى لقاح كورونا كوفيد    ,celebrity,1,خدم حرم شرف حفظ الل لقى جرع ولى لقح كورو كوفيد
لقو لقاحات لأشرس الفايروسات لقاح العنصرية لاقوه,info_news,0,لقو لقح أشرس يرس لقح عنصر لقه
طالبت سلطة الاحتلال الإسرائيلي بتقديم لقاحات للأسرى الفلسطينيين باعتبارها مسؤولة تقديم يلزم,info_news,1,طلب سلط حلل اسرائيلي قدم لقح سرى لسط عبر سؤل قدم لزم
طارق ذياب محلل  الهزيمة بايرن كانت أشد ألما لقاح فيروس كورونا أخذته اليوم,celebrity,1,طرق ذيب حلل هزم بير كانت اشد الم لقح يرس كورو اخذ اليوم
 للتو أخذت الجرعة الأولى لقاح كوفيد   استعدادات وخدمة فريق العمل المركز رائعة  ,personal,1,لتو اخذ جرع ولى لقح كوفيد عدد خدم فرق عمل ركز رئع
رويترز تحصل إمدادات لقاح أسترا زينيكا بثلاثة ملايين جرعة خلال أسبوع,info_news,1,رويترز حصل مدد لقح سرا زين ثلث لاي جرع خلل سبع
اللقاء   طاب لقاحه طابت   يقصد لقاح,info_news,1,لقء طاب لقح طبت قصد لقح
وزير الصحة التركي ملايين جرعة لقاح كورونا تصل الإثنين قادمة الصين ضمن الدفعة الثانية البالغة ملايين,plan,1,وزر صحة ترك لاي جرع لقح كورو تصل اثن قدم صين ضمن دفع ثني بلغ لاي
حفظه الله يتلقى الجرعة الأولى لقاح كورونا كوفيد  ,celebrity,1,حفظ الل لقى جرع ولى لقح كورو كوفيد
لقاح تحالف فايزر بايونتيك يبدو فعالا ضد النسخة المتحورة فيروس اكتشفت,info_news,1,لقح حلف يزر بايونتيك بدو فعل ضد نسخ تحر يرس كشف
  أكد الأطباء أهمية لقاح فايروس بتلقي اللقاح عبر تطبيق صحتي لحماية نفسك والمجتمع حولك  ,info_news,1,اكد طبء همي لقح يرس تلق لقح عبر طبق صحت لحم نفس جمع حول
مخاوف حملات المعلومات المضللة لقاح كورونا تستهدف المسلمين,rumors,1,خاف حمل علم ضلل لقح كورو هدف سلم
وزارة الصحة التركية تقوم ببيع لقاح فيروس كورونا بضعف السعر لمن يرغب وذلك لتعزيز الاقتصاد التركي,info_news,-1,وزر صحة ركي تقم ببع لقح يرس كورو ضعف سعر لمن رغب وذل عزز قصد ترك
  نزلاء ونزيلات المؤسسات العقابية والإصلاحية يتلقون جرعات لقاح,plan,1,زلء نزل ؤسس عقب صلح تلق جرع لقح
كيفية توزيع البزري يشرح الرأي يكشف تم حجز لقاح فايزر,info_news,1,كيف وزع بزر شرح رأي كشف تم حجز لقح يزر
لقطات أثناء تلقي الملك سلمان الجرعة الأولى لقاح كورونا      ,celebrity,1,لقط ثنء تلق ملك سلم جرع ولى لقح كورو
الف جرعه لقاح اكسفورد المضاد لڤايروس كورونا تصل البلاد تم تصنيعه مصنع سيروم للامصال بالهند,info_news,1,الف جرع لقح كسفورد ضاد ڤايروس كورو تصل بلد تم صنع صنع يرم مصل هند
خادم الحرمين الشريفين الله يمنحه الصحه والعافيه وطولة العمر يتلقى الجرعه الاولى لقاح كورونا,celebrity,1,خدم حرم شرف الل منح صحه عفي وطل عمر لقى جرع ولى لقح كورو
تقدم للسياسيين التابعين لحزب العداله لقاح الفعال لشعبها لقاح تجريبى,plan,1,قدم سيس تبع حزب عدل لقح فعل شعب لقح جريبى
مبادرة كوفاكس تونس والفلسطينيون أوائل الحاصلين لقاح فيروس كورونا,info_news,1,بدر كوفاكس ونس لسط وئل حصل لقح يرس كورو
رويترز دبي تبدأ حملة تطعيم بلقاح شركة سينوفارم الصينية المضاد لكوفيد,info_news,1,رويترز دبي بدأ حمل طعم لقح شرك سينوفارم صين ضاد كوفيد
الدكتور يصف اضطر والداه الانتظار الطابور لمدة ساعات لتلقي,celebrity,1,دكتور يصف ضطر داه نظر طبر لمد ساع تلق
الوباء الصحي طلع أيلو لقاح   الوباء العوني شو بدنا نعمل,unrelated,0,وبء صحي طلع يلو لقح وبء عون شو بدن عمل
فيديو أمير ونائبه يتلقيان الجرعة الأولى لقاح,celebrity,1,يدو امر ونب تلق جرع ولى لقح
 تم اخذ لقاح كوفيد ولله الحمد تنظيم رائع خدمات تفوق الوصف موظفون بهمم عالية وكفاءة رائعة شكرا وطني,personal,1,تم اخذ لقح كوفيد ولل حمد نظم رئع خدم تفق وصف وظف همم علي كفء رئع شكر وطن
حديث صاحب السمو الملكي الأمير تلقيه لقاح_كورونا   كلمات فخر تمثلنا جميعا ,celebrity,1,حدث صحب سمو لكي امر لقه لقاح_كورو كلم فخر مثل جمع
قللي سجلي عندك مصير لقاح ال رح يتم تهريبو سوريا بالفيول ,info_news,0,قلل سجل عند صير لقح ال رح يتم هريبو سور فيل
شغلة  وئام وهاب وجه الممانعة  الشعب بينطر الفتات الايراني خبز نفط  بروح بيسلخ لقاح بالإمارت ,info_news,1,شغل وئم وهب وجه منع شعب نطر فتت اير خبز نفط برح سلخ لقح مرت
الأمير وزير الحرس الوطني عدد منسوبي الوزارة يتلقون الجرعة الأولى لقاح كورونا كوفيد,celebrity,1,امر وزر حرس وطن عدد نسب وزر تلق جرع ولى لقح كورو كوفيد
تجيز استخدام لقاح  ليصبح لقاح   مواجهة فيروس,info_news,1,تجز خدم لقح صبح لقح وجه يرس
متحدث الصحة   السعودية حققت نجاحات كبيرة وهي أوائل الدول وفرت لقاح كورونا,info_news,1,تحدث صحة سعد حقق نجح كبر وهي وئل دول وفر لقح كورو
ميركل تعلق النتائج نشرتها مجلة لانسيت لقاح سبوتنيكالروسي  ,info_news,1,يركل علق نتج نشر جلة لنس لقح سبوتنيكالروسي
صحة الشرقية   استثناءات الحصول لقاح كورونا,info_news,1,صحة شرق ثنء حصل لقح كورو
إقبال ضعيف تلق لقاح بسبب شكوك ومخاوف أعراضه ,info_news,-1,قبل ضعف تلق لقح سبب شكك خاف عرض
 الجرعات الأولى لقاح أسترازينيكا تصل مركز التبريد بالدار البيضاء اقتراب الحملة الوطنية للتطعيم ,info_news,1,جرع ولى لقح استرازينيكا تصل ركز برد دار يضء قرب حمل وطن طعم
اقوى لقاح بالعالم لق الشعب اللبناني كله,info_news,1,اقى لقح علم لق شعب لبن كله
الجزائر ستطلب دفعة جديدة لقاح كورونا الصين ,info_news,1,جزر طلب دفع جدد لقح كورو صين
لقاح موديرنا الأميركي يصل فرنسا الأسبوع,info_news,1,لقح ودر امر يصل رنس سبع
لقاء إذاعة الأولى التابعة لمركز حمدان بن محمد لإحياء التراث للتحدث أهمية تطعيم كوفيد      ,info_news,1,لقء ذعة ولى ابع ركز حمد بن حمد إحياء ترث حدث همي طعم كوفيد
فيديو السفير الأمريكي يتلقى الجرعة الثانية لقاح  ,celebrity,1,يدو سفر امر لقى جرع ثني لقح
ايش الاستطلاع المستفز تصادرو حرية الناس باي حق حر زيه زي لقاح الانفلونزا محد يجبر,personal,0,ايش طلع سفز صادرو حرة ناس باي حق حر زيه زي لقح انفلونزا محد جبر
اللقاح لازم ينحفظ بدرجة حرارة الصفر والا يفقد فعاليته  شلون نضمن اللقاح آمن ,personal,-1,لقح لزم حفظ درج حرر صفر ولا فقد فعل شلن نضم لقح امن
وزير الصحة التركي يؤكد ضرورة تلقي الجميع لقاح كورونا ضمان عودة الحياة طبيعتها,info_news,1,وزر صحة ترك ؤكد ضرر تلق جمع لقح كورو ضمن عود حية طبع
تستطيع منظمة الصحة العالمية إيجاد لقاح ضد ڤايروس الغياب,unrelated,0,تطع نظم صحة علم يجد لقح ضد ڤايروس غيب
فايزر تتوقع عائدات قدرها مليار مبيعات لقاح كورونا,info_news,1,يزر وقع عئد قدر لير بيع لقح كورو
 شاهد متلقية للقاح كورونا إسبانيا تأخذ الجرعة الثانية ,personal,1,شهد تلق قاح كورو سبن أخذ جرع ثني
لقاح كورونا مفطر للصيام مفتي المملكة يوضح,info_news,0,لقح كورو فطر صيم فتي ملك وضح
الرئيس التنفيذي لمعهد أدار بوناوالا مقابلة جرعات المتجهة لـ سيتم شحنها غضون أسبوع أيام,info_news,1,رئس نفذ عهد ادر بوناوالا قبل جرع تجه لـ يتم شحن غضن سبع ايم
دخلكن عنجد ليش بتشوبوا تعرفوا بدوش اللقاح  طيب يسطفلوا     مناخد عنن تزعلوش انتو ,requests,-1,دخل عنجد ليش تشب عرف بدش لقح طيب طفل نخد عنن زعلوش نتو
تبدأ اليوم حقن الطواقم الطبية بـ بمستشفيات العزل ,info_news,1,بدأ اليوم حقن طقم طبة بـ سشف عزل
الصحة العالمية ترحب بنتائح لانسيت لقاح سبوتنيك,info_news,1,صحة علم رحب نتح لنس لقح سبت
فيديو ملايين شخص يتلقون الجرعة الأولى لقاح,info_news,1,يدو لاي شخص تلق جرع ولى لقح
سي ذوو البشرة البيضاء حصولا لقاح تخطي الحجب,info_news,1,سي ذوو بشر يضء حصل لقح تخط حجب
أستراليا تتحرى وفاة مسنين النرويج تلقي لقاح فايزر,info_news,-1,رال حرى وفة مسن روج تلق لقح يزر
السفير الأمريكي بـ يتلقى لقاح ويشيد بكفاءة الأطقم الصحية  ,celebrity,1,سفر امر بـ لقى لقح يشد كفء طقم صحة
طبيب سعودي يفند شائعات احتواء لقاح شرائح وروبوتات  ,rumors,1,طبب سعد فند شئع حوء لقح شرح روبو
ليـتـنا بـيـنك وبـيـن المضــر  غزة الإبرة سكرة الموت  حفظك_الله_ورعاك_والدنا_سلمان_الحزم_ ,info_news,1,ـتـ بــ بــ ضــر غزة ابر سكر موت حفظك_الله_ورعاك_والدنا_سلمان_الحزم_
بتوفيق الله تم الجرعة الأولى لقاح  شكرا قيادتنا الرشيدة  شكرا ,personal,1,وفق الل تم جرع ولى لقح شكر قيد رشد شكر
رئيس الوزراء البريطاني نعتقد لقاح أسترازينيكا فعال الفئات العمرية عكس تعتقد ألمانيا,plan,1,رئس زرء برط عتقد لقح استرازينيكا فعل فئت عمر عكس عقد لمن
  الفئات الأكثر حاجة لأخذ لقاح  سجل عبر تطبيق للحصول اللقاح ,info_news,1,فئت كثر حجة أخذ لقح سجل عبر طبق حصل لقح
وزير الصحة يتلقى الجرعة الثانية لقاح فايزر ويدلي بتصريح,celebrity,1,وزر صحة لقى جرع ثني لقح يزر يدل صرح
يثق بالصيني التقنية المستخدمة مجربة لسنوات طويلة وهناك يفضل يأخذ لقاح    يوجد لقاح أفضل الآخر,info_news,0,يثق صين قني خدم جرب سنو طول وهن فضل أخذ لقح وجد لقح فضل اخر
وزير الرياضة يتلقى الجرعة الأولى لقاح كورونا  ,celebrity,1,وزر ريض لقى جرع ولى لقح كورو
وزير الرياضة يتلقى الجرعة الأولى لقاح كورونا,celebrity,1,وزر ريض لقى جرع ولى لقح كورو
سمو أمير منطقة يتلقى ويتفقد مركز استقبال المتقدمين اللقاح,celebrity,1,سمو امر نطق لقى فقد ركز قبل تقدم لقح
مشهد اختبارات شركة طبية لــ لقاح كورونا الحيوانات,info_news,1,شهد خبر شرك طبة لــ لقح كورو حيو
عبر مؤثري مواقع التواصل تشجع تلقي لقاح,info_news,1,عبر ؤثر وقع وصل شجع تلق لقح
إصابة إسرائيلي بشلل الوجه تلقي لقاح فايزر,personal,0,صبة اسرائيلي شلل وجه تلق لقح يزر
طبيب الزمالك إعطاء لقاح كورونا للاعبين مش هجرب اللعيبة ,info_news,-1,طبب زمل عطء لقح كورو اعب مش هجرب لعب
صدق او تصدق طبيا وعلميا اللقاح الصيني الأكثر أمانا وفعالية عناد غربي ضد التفوق الصيني يعترفوا ,info_news,1,صدق او صدق طبا علم لقح صين كثر اما فعل عند غرب ضد تفق صين عرف
وزير الصحة فخرالدين قوجا أثناء تلق يه جرعة تطعيم لقاح,celebrity,1,وزر صحة خرلد قوج ثنء تلق يه جرع طعم لقح
يمنع العاصفة ونجاح تكراره يعني السيطرة دواء محتمل يساير لقاح,info_news,1,منع عصف نجح كرر يعن يطر دوء حمل سير لقح
أمير منطقة فيصل بن بندر يتلقى الجرعة الأولى  ,celebrity,1,امر نطق يصل بن ندر لقى جرع ولى
فيديو متحدث الصحة لـ لقاح كورونا شرطا للسماح بالسفر الخارج,restrictions,0,يدو تحدث صحة لـ لقح كورو شرط سمح سفر خرج
ستبدأ الكلاب الضالة نشر الإشاعات حول لقاح كوفيد عمليات التلقيح الجزائر,rumors,0,بدأ كلب ضلة نشر اشع حول لقح كوفيد عمل لقح جزر
العربية تويتر يغلق حساب خامنئي بالانجليزي بسبب تغريدة تحوي معلومات كاذبة لقاح,info_news,0,عرب يتر غلق حسب خامنئ جلز سبب غرد تحي علم كذب لقح
تستقبل أولى شحنات لقاح المضاد لفيروس ساعات منحه الموافقة الطارئة  ,info_news,1,قبل ولى شحن لقح ضاد يرس ساع نحه وفق طرئ
 تتردد المبادرة بأخذ لقاح كوفيد حماية ولإسرتك ومجتمعك ووطنك,advice,1,ردد بدر أخذ لقح كوفيد حمي إسر جمع وطن
يسجل رقما قياسيا الاتحاد_الأوروبي يبحث اعتماد لقاح,info_news,1,سجل رقم قيس اتحاد_الأوروبي بحث عمد لقح
فيديو العيار الثقيل حول لقاح فايزر,info_news,0,يدو عير ثقل حول لقح يزر
التأخير وصول اللقاح الى لبنان كذبة كبيرة وراءها وهدفها الأساسي إجبار الللبنانيين تلقي لقاح,info_news,1,أخر وصل لقح الى لبن كذب كبر ورء هدف سسي جبر للب تلق لقح
نائبة الرئيس الأرجنتيني تتلقى لقاح سبوتنيكالروسي ضد كورونا ,celebrity,1,نئب رئس ارج لقى لقح سبوتنيكالروسي ضد كورو
اقتصادية دبي لقاح كوفيد دفعة قوية للقطاع,info_news,1,اقتصادية دبي لقح كوفيد دفع قوة قطع
تطعيمه بجرعتين لقاح فايزر كبير حاخامات تل أبيب يصاب بكورونا,celebrity,0,طعم جرع لقح يزر كبر حاخام تل ابب يصب كورو
قائد القوات البرية الملكية يتلقى الجرعة الثانية لقاح كورونا ,celebrity,1,قئد قوت برة لكة لقى جرع ثني لقح كورو
دراسة الدول الغنية تخسر تريليون أهملت تطعيم الشعوب الأفقر ,info_news,1,درس دول غنة خسر ترل همل طعم شعب فقر
الحمدلله خذت التطعيم الأول لقاح كوفيد الاجراءات سهلة ممتازة,personal,1,حمدلل خذت طعم اول لقح كوفيد جرء سهل متز
غموض يلف لقاح كورونا المغرب وزارة الصحة تواجه الأزمة بالصمت,info_news,1,غمض يلف لقح كورو غرب وزر صحة وجه ازم صمت
تزامنا قرب توفيره المنطقة أمير نجران يوجه بتنفيذ حملة توعوية مجتمعية حول أهمية لقاح كورونا,plan,1,تزم قرب وفر نطق امر نجر يوج نفذ حمل وعو جمع حول همي لقح كورو
المفوضية الأوروبية أسترازينيكا ستسلمنا ملايين جرعة إضافية لقاح كورونا,info_news,1,فوض ورب استرازينيكا سلم لاي جرع ضفي لقح كورو
لقاح فايزر هوي جاي عا لبنان,info_news,1,لقح يزر هوي جاي عا لبن
وزارة الصحة تعلن تقديم جرعة لقاح خلال الـ ساعة الماضية والعدد الإجمالي اليوم ,info_news,1,وزر صحة تعل قدم جرع لقح خلل الـ سعة اضة عدد جمل اليوم
الجزائر تعلن وصول دفعة لقاح سبوتنيكالروسي عاجل ,info_news,1,جزر تعل وصل دفع لقح سبوتنيكالروسي عجل
أردوغان وصلنا ملايين جرعة لقاح لكورونا الصين كمرحلة أولى وسيصل العدد مليون,plan,1,ردغ وصل لاي جرع لقح كورو صين كمرحل ولى يصل عدد ملي
يعني اللي انبسطوا وبررولواسفرو انو كرمال يأمنلا لقاح طلعت فرحتكن عالفاضي,personal,0,يعن الل بسط وبررولواسفرو انو كرمال أمنل لقح طلع فرح عالفاض
الدكتور وائل الهياجنة مطعوم هندي جديد ضد كورونا يسمى بهارات ,unrelated,0,دكتور وئل هيج طعم هند جدد ضد كورو سمى بهر
قلق بسبب وفاة شخصا تلقيهم لقاح المضاد لـ,info_news,-1,قلق سبب وفة شخص تلق لقح ضاد لـ
الملك حفظه الله يتلقى الجرعة الأولى لقاح كورونا كوفيد  اللهم احفظه بحفظه ياحي ياقيوم  ,celebrity,1,ملك حفظ الل لقى جرع ولى لقح كورو كوفيد لهم حفظ حفظ يحي قيم
اعراض لقاح اكسفورد اسوء لقاح فيزار  انا طبعا حسن حظي خديت لقاح اكسفورد النمي ,personal,1,عرض لقح كسفورد اسء لقح يزر انا طبع حسن حظي خدت لقح كسفورد نمي
بدو شي فنان لبناني يعملنا أغنية وفيديو كليب,personal,1,بدو شي فنن لبن عمل غني يدو كلب
خطيب فعل الأسباب لقاح الإجراءات الصحية وعدم تصديق إشاعات المرجفين  ,info_news,1,خطب فعل سبب لقح جرء صحة عدم صدق اشع رجف
برلماني ايراني لقاح فايزر جيدا أعطاه الاميركيون ابدا ,info_news,-1,رلم اير لقح يزر جيد عطه امر ابد
إيران رغم الحصار تصنع الأسلحة الصواريخ الأدوية والآن اللقاح ضد فايروس كورونا  ,personal,1,اير رغم حصر صنع سلح صواريخ دوي ولآ لقح ضد يرس كورو
زبورة عم تكذب مافي لقاح ماهيك انا عارف,rumors,0,زبر عم كذب افي لقح اهك انا عرف
زيادة عافيته ودوام صحته  وطولا مره الله العافية جسد  والدنا وولي أمرنا صب تجعله يشكو  ألم واحفظه شر,celebrity,1,زيد عفي دوم صحت وطل مره الل عفي جسد دنا ولي امر صب جعل شكو الم حفظ شر
وصول الطائرة العسكرية الان الى مطار بوفاريك وعلى متنها لقاح  قادمة العاصمة الروسية موسكو,info_news,1,وصل طئر عسكر الن الى طار وفر على متن لقح قدم عصم روس وسكو
توصيات حول الفترة الفاصلة جرعت لقاح فايزر  ,info_news,1,توص حول فتر فصل جرع لقح يزر
اتوقع الي بياخذون اللقاح عشان السفر  ,restrictions,1,وقع الي يخذ لقح عشن سفر
صورة للفريق الطبي تمكن إنتاج لقاح سعودي ضد فايروس كورونا المستجد لقائهم بمعالي وزير التعليم,info_news,1,صور فرق طبي تمك ناج لقح سعد ضد يرس كورو سجد لقئ عال وزر علم
السيد القائد الامام الخامنئي  دخول اللقاحين الأميركي والبريطاني ممنوع كونه لقاح اختبار الشعوب ,info_news,-1,سيد قئد امم خامنئ دخل لقح امر برط منع كون لقح خبر شعب
بدء تصنيع سبوتنيك الروسي محليا خلال أسابيع   حان الأوان لنتحول مستورد للقاحات مصد ,plan,1,بدء صنع سبت روس محل خلل ابع حان اون تحل ورد قاح مصد
سمو رئيس مجلس الوزراء يتلقى الجرعة الثانية لقاح كورونا ضمن الحملة الوطنية للتطعيم  ,celebrity,1,سمو رئس جلس زرء لقى جرع ثني لقح كورو ضمن حمل وطن طعم
اخد اللقاح سلاحنا الوحيد ضد الوباء وفتح القطاعات الاقتصادية بكامل طاقتها الانتاجية ,info_news,1,اخد لقح سلح وحد ضد وبء فتح قطع اقتصادية كمل طقت ناج
وزير الخارجية التونسي إتصلت بوزير الخارجية الجزائري وأكد موافقة تقاسم لقاح فور وصوله,info_news,1,وزر خرج ونس تصل وزر خرج جزر أكد وفق قسم لقح فور وصل
الإمارات تتخطى حاجز المليوني جرعة لقاح كوفيد,info_news,1,امر خطى حجز ليو جرع لقح كوفيد
هيئة الأدوية الأوروبية تبحث اعتماد لقاح أسترازينكا أكسفورد المضاد لـ كورونا الأسبوع المقبل,plan,1,هيئ دوي ورب بحث عمد لقح استرازينكا كسفورد ضاد لـ كورو سبع قبل
أكبر الباكر سيتعين الجميع إبراز شهادة لقاح كورونا للصعود للطائرة,info_news,1,كبر بكر يتع جمع برز شهد لقح كورو صعد طئر
الصحة الألماني نتوقع إقرار الاتحاد الأوروبي لاستخدام لقاح أسترازينيكا ضد كورونا يوم الجمعة,info_news,1,صحة الم وقع قرر تحد ورب لاستخدام لقح استرازينيكا ضد كورو يوم جمع
شركة  تسجيل تجربة لقاح ضد فيروس كورونا للأطفال تتراوح أعمارهم عاما ,info_news,1,شرك سجل جرب لقح ضد يرس كورو طفل روح عمر عما
رئيس لجنة الصح النيابية عاصم عراجي ملايين لقاح فايزر الكوفيكس ستوز مجانا المواطننين لبنان لبنان,info_news,1,رئس لجن لصح نيب عصم عرج لاي لقح يزر كوفيكس ستز مجا وطن لبن لبن
لقاح جرعة واحدة يظهر قريبا وآخر طريق الأنف وكل يسعى للقاح سيحصل داعي للذعر,info_news,1,لقح جرع وحد ظهر قرب آخر طرق انف وكل سعى قاح حصل دعي ذعر
  سيدي خادم الحرمين الشريفين الملك سلمان بن عبدالعزيز حفظه الله يتلقى الجرعة الأولى لقاح كوفيد,celebrity,1,سيد خدم حرم شرف ملك سلم بن عبدالعزيز حفظ الل لقى جرع ولى لقح كوفيد
   مواطن سعودي يحضر لأخذ جرعة لقاح فيروس وابنته تقوم بذلك  ,others,1,وطن سعد حضر أخذ جرع لقح يرس وبن تقم بذل
تخصيص مليار مليون لـ لشراء لقاح,info_news,1,خصص لير ملي لـ شرء لقح
وزير الصحة يتلقى الجرعة الثانية لقاح,celebrity,1,وزر صحة لقى جرع ثني لقح
تم بحمد الله تلقي الجرعه الثانيه  لقاح كوڤيد الشكر لوزارة الصحه والداخليه وحفظ الله الكويت مكروه,info_news,1,تم حمد الل تلق جرع ثني لقح كوڤيد شكر وزر صحه دخل حفظ الل كوت كره
الاتحاد الاوروبي يتخذ قرارا بمنع تصدير لقاح كورونا الى دول اوروبية  مبروك علينا تفاح فرنسا هههه,plan,0,تحد ورب تخذ قرر منع صدر لقح كورو الى دول ورب برك علي تفح رنس ههه
والله ابو نوره ماقصر عطانه زبدة لقاح كورونا,personal,1,ولل ابو نور اقصر عطن زبد لقح كورو
إسطنبول وصول الدفعة الثانية لقاح كورونا الصيني   رابط بديل,info_news,1,طنبول وصل دفع ثني لقح كورو صين ربط بدل
خادم الحرمين الشريفين تلقى الجرعة الأولى لقاح,celebrity,1,خدم حرم شرف لقى جرع ولى لقح
 اقترحنا الجزائر مساعدتها إنتاج لقاح محليا  ,info_news,1,قرح جزر سعد ناج لقح محل
متحدث وزارة الصحة   المشككون كانوا ينشرون خلطات علاجها بداية الجائحة  ,info_news,1,تحدث وزر صحة شكك كان نشر خلط علج بدي جئح
فحوص مختبرية تظهر لقاح فايزر بيونتيك سيقي سلالة الجديدة المكتشفة  ,info_news,1,فحص خبر ظهر لقح يزر بين سيق سلل جدد كشف
الصحة العالمية تحصل مليون جرعة لقاح  لبرنامج كوفاكس  ,info_news,1,صحة علم حصل ملي جرع لقح رنمج كوفاكس
الرئيس الإندونيسي يتلقى جرعة لقاح صيني مضاد لفيروس الجديد ,info_news,1,رئس اندونيسي لقى جرع لقح صين ضاد يرس جدد
وزير الأوقاف يجوز إخراج الزكاة لتوفير لقاح فيروس كورونا للفقراء ,info_news,1,وزر وقف يجز خرج زكة وفر لقح يرس كورو قرء
اليوم انطلاق تقديم لقاح فيروس كورونا المدينة المنورة  ,info_news,1,اليوم طلق قدم لقح يرس كورو دين نور
شركة فايزر تؤكد لـ أنها ستسلم الجرعات المتوقعة الربع الأول مقرر  ,info_news,1,شرك يزر ؤكد لـ انه سلم جرع توقع ربع اول قرر
مقطع فيديو متداول المغردين لأب تلقى جرعة لقاح يد إبنته وعبر مشاعره بعفويه ,info_news,1,قطع يدو داول غرد لأب لقى جرع لقح يد ابن عبر شعر عفو
الجرعة الثانية لقاح كورونا   منو يبي الباسوورد,info_news,1,جرع ثني لقح كورو منو يبي ورد
