text,category,stance
رسميا دولة تطلق حملة تطعيم جماعي ضد كورونا عبر آلاف موقع,plan,1
أمير المدينة المنورة خلال تلقيه اليوم   ,celebrity,1
لقاح الصيني آمن بنسبة وتم تجربة اللقاح مليون شخص تصديره,info_news,1
قيادة وقدوة  حفظه الله يتلقى الجرعة الأولى كوفيد,celebrity,1
ماهي مدة الحماية يوفرها لقاح فايروس الجديد ضد الفايروس ,info_news,1
وزير الصحة قوجة يتلقى جرعة لقاح كورونافاك الصيني مستشفى بالعاصمة أنقرة,celebrity,1
بطء توفير لقاح فيروس كورونا يثير جدلا وغضبا واسعا عدد دول العالم  ,info_news,1
الملك السعودي سلمان بن عبد العزيز يتلقى الجرعة الأولى لقاح كورونا,celebrity,1
نقيم حملة التوعية دول الخليج لتلقي لقاح الليلة بتوقيت القدس التلفزيون العربي ,info_news,1
سانوفي الفرنسية تعلن توجهها لانتاج مليون جرعة لقاح فايزر للاتحاد الأوروبي ,info_news,1
موش خدموا مخاخهم شوية وطلبوا قرض لشراء اللقاح أرجل التڤحيف وهات رشفة لقاح,personal,0
الكلام النسختين المتحورتين ظهرتا بريطانيا وجنوب أفريقيا  ,info_news,0
خادم الحرمين الشريفين يتلقى الجرعة الأولى لقاح كورونا,celebrity,1
تركيا وزير الصحة فخر الدين قوجه يتلقى جرعة لقاح كورونافاك الصيني مستشفى بالعاصمة,celebrity,1
الحين الي ياخذ لقاح كوفيد يرمي الكمامه يلبسها عشان يحمي نفسه كوفيد   تراني عارفه الجواب انتم فكروا,personal,1
رانج روفر دبي لقاح انابيلا هلالي هاشتاغ صوروني انشالله تقدرو تعملو متلي  شعب جحش خرجو شي صاير ,unrelated,0
نصيحة بلشوا لقاح كورونا بلبنان بالسياسيين  مات شخص اخدوا اللقاح  بدي مصلحتكم ,personal,0
فضيحة لقاح تهز وتطيح رئيس أركان الجيش ,info_news,0
حديثها تركيبة لقاح أسترازينيكا اتهامات بالجهل لوزيرة الصحة ومطالبات بعدم الظهور الإعلامي,info_news,0
تمكنت الدكتورة إيمان المنصور وفريقها البحثي جامعة الإمام عبدالرحمن بن فيصل تصنيع ضد فيروس المستجد  ,info_news,1
نصف مليون مشوه بهدايا أمريكا البايولوجية ,unrelated,-1
رئيس الحكومة التونسية هشام المشيشي عازمون توفير لقاح كورونا للجميع,plan,1
يكفينا لاقينا أمريكا وموتها البايولوجي نريد لقاحها ,requests,1
وزير الصحة ايران ستصبح احد اقطاب انتاج لقاح كورونا الربيع القادم ,others,1
جدل مصر بسبب توفير لقاح كورونا بمقابل مادي وليس بالمجان,info_news,1
المتحدث باسم صندوق تحيا مصر الرئيس وجه صندوق تحيا مصر لدعم توفير لقاح كورونا للفئات المستحقة ,info_news,1
السعودية تعيد جدولة تلقي لقاح كورونا بسب تأخر الشركة المنتجة توريده ,plan,1
لانس تقول فعالية لقاح سبوتنيكالروسي تصل المئة,info_news,1
 خبر ساااار  بدء توزيع لقاح كورونا  مصر,info_news,1
سبب الإصرار اللقاح الأمريكي وجود مصادر أمانا,personal,1
اليوم ضربت لقاح فلاونزه تكول مو بشر جلاب,unrelated,1
الأمير عبدالله بن بندر وعدد منسوبي الحرس الوطني يتلقون الجرعة الأولى,celebrity,1
تحب الخير لغيرك تحبه لنفسك  أكبر لقاح تعلمناه ديننا الحنيف  يساهم الحفاظ شباب دائم  ,unrelated,0
تعلم أنه بمجرد دخولك الى العناية الفائقة بسبب  سيبقى هاتفك زوجتك لمدة يوم   خذ اللقاح,restrictions,1
  نعود لحياتنا الطبيعية احرص لقاح والتزم بالإجراءات الاحترازية  سجل عبر تطبيق للحصول اللقاح ,personal,1
اليوم بداية التطعيم ضد لقاح كورونا المدينة المنورة,plan,1
المنجمة اللبنانية ليلى عبد اللطيف  اسافر للسعودية الايام المقبلة لأخذ,celebrity,1
شاهد مسنة بعمر عام تحصل جرعتها الثانية كهدية يوم ميلادها كنت مصدومة سعيدة,personal,1
طب الل قاح ده ملهوش لقاح,unrelated,0
تلوح بمخالفة المختبرات تنتج لقاح تلتزم بهذا الشرط,plan,0
السيد القائد علي الخامنئي دام ظل لقاح الكورونا تم تصنيعه داخل البلد مدعاة اعتزاز وافتخار للبلد ,plan,1
الأمير محمد بن فهد يتلقى الجرعة الأولى لقاح كوفيد,celebrity,1
داود حنانيا متلقي لمطعوم كورونا الأردن فيديو  ,info_news,1
رابط موقع التسجيل للحصول لقاح كورونا وبدء التطعيم بمستشفيات العزل اليوم ,info_news,1
دفع مليون كرمال ساعة نكاح   رايح عبلاد العالم يشحد لجمهوره لقاح,personal,0
وزير الاتصالات يتلقى لقاح فيروس كورونا  ,celebrity,1
موانع جرعة لقاح كورونا  الأشخاص ال عاما  الحوامل  المرضعات  سبق الإصابة بهذا الفيروس ,celebrity,1
فيديو مدير مكافحة الأمراض المعدية بـ المتوقع توفر لقاح أسترازينيكا خلال الفترة القادمة  ,info_news,1
وصول شحنة لقاح الهند العاصمة العمانية,info_news,1
بينما تفاوض المملكة العربية شراء لقاح فيروس كورونا  مليشيات الحوثي الارهابية تطلق الصواريخ باتجاه ,info_news,1
الوالد القائد ملكنا وامامنا يتلقى اللهم اجعله بردا وسلاما وادم تمام الصحة والعافية ,celebrity,1
يتخذ اجراءات وقائية جديدة ويحدد موعد وصول لقاحات,plan,1
الرئيس الروسي يأمر بإطلاق حملة تطعيم شاملة ضد فيروس كورونا بداية الاثنين المقبل,info_news,1
ثقة بأي لقاح تنتجه دولة فاقدة للمصداقية,info_news,-1
وصول أولى شحنات لقاح أسترازينيكا أكسفورد ضد كورونا مصر الأحد,info_news,1
بعرف ليه جو قارح بيحسسني انو بيستاهل ياخد لقاح قبلي,unrelated,1
بالفيديو الأمير تركي الفيصل يتلقى الجرعة الثانية,celebrity,1
مواطن يبلغ العمر عاما يتلقى الجرعة الأولى لقاح كوفيد ,personal,1
 محمد يوسفي للإذاعة اللقاحات اقتنتها أثبتت نجاعتها بنسبة بالمائة  ,info_news,1
يقارب شخص تلقوا تطعيم فيروس كورونا سواء الأطقم الطبية كبار السن المرضى غيرهم,info_news,1
السلطنة ضمن دولة الحصول لقاح فايزر بلد المنشاء مستوى العالم ,info_news,1
 تم تصوير الفيديو لتشجيع الأتباع والمريدين وعموم الجماهير لأخذ لقاح,info_news,1
وزير الصحة لقاح سبعطى للرؤساء الثلاثة   الله يطمن قلبك  ,personal,1
تقديم جرعة لقاح خلال الـ ساعة الماضية ,info_news,1
بحمدا الله اخذت الجرعه الاولى لقاح كوفيد,personal,1
الصحة   الممارسون الصحيون عليهم التسجيل عبر تطبيق أناة للحصول لقاح كورونا,info_news,1
بالفيديو شاهد الفرق بانقسام توزيع لقاح الإسرائيليين والفلسطينيين ,info_news,1
سباقات الدول لتأمين الاكتفاء الذاتي اللقاحات تعلن البدء إنتاج لقاح,info_news,1
جامعة سعودية تعلن التوصل لقاح لـ كورونا,info_news,1
مستجدات فيروس تعيد جدولة إعطاء لقاح وتسجيل حالة إصابة جديدة بالفيروس المملكة,info_news,1
استبعدنا لقاح شركة لحاجته لدرجة حرارة الصفر يتوفر,info_news,0
تعرف مبادرة كوفاكس أطلقتها منظمة الصحة العالمية لتوفير لقاحات للدول الأكثر فقرا العقبات تواجهها ,plan,1
وزير الصحة ايران ستصبح احد اقطاب انتاج لقاح كورونا الربيع القادم,info_news,1
نبارك للشقيقة الكبرى لقاح سعودي ضد فيروس,info_news,1
أعلنت منظمة الإيرانية ظهر اليوم الاثنین  عدد ضحايا مدينة تجاوز شخص,unrelated,0
وزراة الصحه المصرية الوزيرة بدوي تقول ان الاقطم الطيبة ترفض تعاطي لقاح فايروس كورونا,info_news,1
نسبة فاعليته ضد الحالات الحرجة المصابة بـ تصل معلومات لقاح سينوفارم الصيني ,info_news,1
أمير المدينة المنورة ونائبه يتلقيان لقاح فيروس كورونا,celebrity,1
تلقيه الجرعة الأولى لقاح شكرا الرعاية والاهتمام بالشعب السعودي والمقيمين الوطن شكرا,others,1
سمعت لقاح فيروس كورونا يسبب مشاكل نطق حرف السين أخذه لذلك بتلقي اللقاح,personal,-1
نص مليار العجلة بدل نصرفهم التعليم المستشفيات تطعيم الكورونا الـ الشعب العايشين خط الفقر,info_news,1
بسم الله الرحمن الرحيم   تلق يت اليوم   الجرعة الأولى تطعيم فايزر بايونتيك      لله الحمد الشكر ,personal,1
البحرين تتسلم أولى شحنات لقاح أسترازينيكا لمواجهة فيروس كورونا,info_news,1
الأردن بلد العالم يبدأ تطعيم اللاجئين مجانا,info_news,1
طبيب استشارى نتيجة تظهر أشهر والإصابة واردة التطعيم ,info_news,1
عاجل السيسي بدء توزيع لقاح كورونا سينوفارم اعتبار غد الأحد  ,info_news,1
وضعي اذا جابو طاري لقاح الكاروناه,info_news,1
تعرف آخر مستجدات تلقي لقاح فيروس كورونا المستجد دولة اليوم الثلاثاء ,info_news,1
الصحة السعودية تعتمد لقاحي أسترازينيكا وموديرنا لقاح فايزر,plan,1
بالصورة حسين الجسمي يتلق لقاح كورونا الحمد لله نعمة الإمارات ,celebrity,1
مستشار خادم الحرمين الشريفين الأمير عبدالإله بن عبـدالعـزيز يتلقى لقاح قليل,celebrity,1
مسؤول بمنظمة الصحة العالمية والأراضي الفلسطينية ستحصل لقاح فايز بيونتيك الشهر خلال مبادرة كوفاكس,info_news,1
نطالب وزارة الصحة العراقية لبذل جهود كبيرة نطمئن هذ القاح ,requests,1
تلقيه الجرعة الثانية لقاح السفير الأمريكي الكفاءة السعودية غاية الروعة ,celebrity,1
الوباء سيبدأ بالتلاشي نهاية الربع الثالث العام الحالي عضو اللجنة الوطنية للأوبئة عزمي محافظة  ,info_news,1
وزارة الصحة استمرار إعادة جدولة مواعيد جرعات لقاح كورونا بسبب تأخر الشركة المصنعة التوريد المملكة,info_news,1
أبرز إشاعات لقاح كورونا وتصحيحها بلهجة مبسطة ,rumors,0
يحر مون الدواء وي هدون اللقاح  ,info_news,1
تطبيق توكلنا  للراغبين بالسفر الدولي تفرض الدول قريبا اشتراطات تتعلق بأخذ,info_news,1
الإعلان تطعيم فئة جديدة ضد فيروس اعتبارا يوم الأحد  ,info_news,1
مدير العام للعلاقات العامة والشؤون الدولية المجلس الطبي نفى منح ترخيص لاستيراد لقاح سبوتنيك الروسي,info_news,1
فرنسا تبدأ تطعيم تزيد أعمارهم عاما ضد فيروس كورونا,plan,1
بصوتي ان ينال اعجابكم   والله يتقبل منا ومنكم صالح الأعمال ,celebrity,1
وفاة طبيب تلقيه لقاح ضد فيروس بأسابيع فكيف ردت شركة المنتجة,info_news,-1
اللبنانيون متروكون بلا لقاح اكتسبت السلطة مناعة ضد الخجل  ,rumors,0
الماي يل نز الحنفية بت نفع حف لقاح  بسهولة يعني  ,others,0
طريقة حفظ لقاح فايزر يوصل لبنان,info_news,0
لقاح متوفر موقعا إمارة ليكن خيارك التطعيم   ,advice,1
 بالصور فوج القيادة العامة للجيش يتلقى اللقاح المضاد لفيروس كورونا ,celebrity,1
وصول شحنة لقاح كورونا الدار البيضاء  الهند المغرب صداقة متينة,info_news,1
البزري لـ صوت الناس كخبراء ننصح الحكومة اللبنانية يكون اكثر لقاح السوق,requests,1
المزيد الأدلة تظهر قدرة لقاح تكوين مناعة قادرة التصدي للمتغيران البريطاني الجنوب افريقي,info_news,1
خادم الحرمين الشريفين الملك سلمان بن عبد العزيز يتلقى الجرعة الأولى لقاح كورونا ,celebrity,1
عاجل     البحرين تتسلم أولى شحنات لقاح أسترازينيكا المضاد لفيروس كورونا     المنامة,info_news,1
 بدعم  لقاح سعودي ضد فيروس تتوصل  بقيادة إيمان المنصور    ,info_news,1
الشرطة البريطانية إخلاء منشأة مخصصة لإنتاج وتخزين لقاح أسترازينيكا المضاد لكورونا إعلام,info_news,0
وزير الصحة تلقي الملك سلمان لقاح كورونا يؤكد سياسة الوقاية دائم العلاج   ,celebrity,1
تليغراف اللجنة الأولمبية الدولية تخطط لحصول الرياضيين لقاح أولمبياد طوكيو,info_news,1
للناس الخايفين لقاح   وقت اخترعوا ال  شفتكن خايفين ,personal,-1
فيديو تلقيه لقاح مواطن يبدي مشاعره عبر ويشيد بدور القيادة,personal,1
الصحة الكويتية وصول جرعة لقاح أكسفورد أسترازينيكا المضاد لفيروس كورونا,info_news,1
نطالب شركة  إيجاد لقاح للحالة العونية وجه السرعة  تفشي الحالة بالعالم ,unrelated,0
يواصل الاستخفاف بعقول شعبه ويقدم لقاح لفيروس كورونا فعال ,info_news,0
فيديو لقاح يتم إعطاؤه لمن عمره عام فما ونتائج فحص العينة ساعة  ,info_news,1
الرئيس التركي رجب طيب يتلقى جرعة لقاح كورونافاك مستشفى بالعاصمة أنقرة,celebrity,1
تلقيت اليوم الجرعة الأولى لقاح كوفيد ,celebrity,1
لقاح رح يوصلو لبنان انشالله يتحولو للجنود والضباط الايرانية,personal,1
حفظه الله   يتلقى الجرعة الأولى لقاح كورونا كوفيد ,celebrity,1
كوردستان  الحكومة تعقد اجتماع شركة فايزر لتأمين لقاح كورونا ,info_news,1
الحريري التقى دياب موقفي واضح التشكيل وسأعمل للحصول لقاح كورونا بأسرع وقت,requests,1
البنك الدولي يمول شراء لقاح لمليوني شخص,plan,1
يقول المتوقع ينمو بنسبة بافتراض سيتوفر نطاق واسع خلال العام,info_news,1
وزير الصحة صرح  سيتم توفير لقاح كورونا  لمن سنة   يعني ستكون الدراسة حضوريا,plan,1
اعتماد الجواز الصحي الحصول الجرعة الثانية لقاح كورونا,info_news,1
ومين عامل النظافة  بدو يمسحلك خراك   لإعطاء لقاح كورونا لعامل النظافة  أكبر مسؤول,personal,1
تقديم جرعة لقاح كوفيد_ خلال الـ ساعة الماضية,info_news,1
مختلف الظروف الشعب نكون نكون اطال الله عمرك وحفظك للوطن صحة وعافيه ,celebrity,1
تغطية قناة لسعادة السفير فوزي كبارة السفير اللبناني المملكة يتلقى الجرعة الثانية لقاح,celebrity,1
سعد الحريري قدر يأمن الف لقاح للبنان دولة الإمارات وأخيرا خبر حلو هالمعاناة ,info_news,1
خادم الحرمين الشريفين يتلقى الجرعة الأولى لقاح كورونا أسأل الله يحفظه   ,celebrity,1
دول أوروبية خطة فايزر بيونتيك لتقليص إمدادات لقاحهما مقبولة ,info_news,1
لقاح فع ال تقريبا لمن يتجاوزون عاما,info_news,-1
العفو الدولية منع خامنئي الإيرانيين الحصول لقاح أجنبي تجاهل للحق الحياة ,info_news,1
الاتحاد الأوروبي يجيز استخدام لقاح أسترازينيكا ضد كورونا,info_news,1
ملك المغرب يتلقى الجرعة الأولى اللقاح ويطلق حملة تطعيم وطنية,celebrity,1
 حفظه الله ورعاه  ينفعك ويحفظك ويطول بعمرك يابوفهد ,celebrity,1
قائد قوات الدفاع الجوي الملكي السعودي يتلقى الجرعة الثانية لقاح كورونا كوفيد ,celebrity,1
تشيد بإعلان تسجيل لقاح للاستخدام الطارئ ,info_news,0
الرئيس الإسرائيلي عدم تطعيم السجناء يتعارض قيمنا ,info_news,1
قائد الأمة سيدي حفظه الله ورعاه يتلقى لقاح كورونا ,celebrity,1
ديلي بيست ادارة ترمب تطلب حكام الولايات منح لقاح كورونا لكل يطلبه انتهاء صلاحية الجرعة,info_news,1
ومين ومنكون وصلنا لمناعة الحمير مش عايزين لقاح,personal,-1
بوتين يبحث رئيس المكسيك المصاب بكورونا توريد لقاح سبوتنيكالروسي لبلاده ,plan,1
يمكن تخزينه ثلاجات عادية وفعاليته تتجاوز تعرف أبرز خصائص لقاح,info_news,1
الحصول نصف جرعة بنفس فعالية تلقي جرعة كاملة,advice,1
عاجل منظمة الصحة العالمية تتفق شركة فايزر تزويدها مليون جرعة لقاح كورونا لتقديمها للدول النامية,info_news,1
متحدث تسجيل مليون شخص للحصول لقاح,plan,1
تركيا وزير الصحة يتلقى جرعة لقاح كورونا  التفاصيل,celebrity,1
السعودية تسعى لتأمين لقاح كورونا لليمن ودول أفريقية,plan,1
مواطن سعودي يتلقى الجرعه الثانيه لقاح يد إبنته الدكتوره,info_news,1
الهيئة المنظمة للأدوية الاتحاد الأوروبي توافق لقاح موديرنا المضاد لكورونا,plan,1
متحدث وزارة الصحة   المشككون فاعلية لقاح كورونا سنراهم صفوف الانتظار لأخذ اللقاح      ,info_news,1
لكل الناس ليلي مفكر لقاح كورونا مؤامرة لتعقبه ومعرفة أسراره,personal,0
عاجل  اعلنت الدولة السورية  أنها تشتري لقاح  الكورونا  لبنان سيشتريه الخارج  والبهائم سيهربونه ,personal,1
مدير إدارة الصحة العامة بوزارة الصحة يتلقى الجرعة الثانية لقاح فايزر بيونتيك المضاد لكوفيد ,celebrity,1
انطلاق عملية التطعيم ضد كورونا لجميع فئات السكان روسيا ,info_news,1
تغير توصيات تطعيم المسنين وفاة شخصا تلقوا لقاح فايزر ,info_news,1
داخل مستشفى عزل خليفة صدى البلد يرصد الاستعدادات لبدء تطعيم الأطقم الطبية ادعولهم ,info_news,1
نبي لقاح ضد تغير المزاج بدقيقه,unrelated,0
أطباء يطمئنون يشكل خطر صحة المواطن ,info_news,1
استقالة رئيس أركان الجيش الإسباني تجاهل بروتوكول لقاح كورونا,info_news,0
تغريدة تحوي معلومات كاذبة تدفع بـ إغلاق حساب  المرشد الأعلى بالانجليزي,info_news,1
_حفظه الله _ يتلقى الجرعة الأولى لقاح كورونا كوفيد  ,info_news,1
وزارة الصحة تعتمد لقاحي أسترازينيكا موديرنا لقاح للتصدي لفيروس العربية  ,plan,1
والا العبري نتنياهو ووزير الصحة ادلشتاين تلقيا الجرعة الثانية لقاح كورونا اليوم السبت,celebrity,1
مجلة لانسيت لقاح سبوتنيك الروسي فعال بنسبة تزيد,info_news,1
السعودية لقاح كورونا شرط لأداء العمرة  ,info_news,1
ظل تفشي منا أمان نكون جميعا أمان   يجب نتأكد حصول الجميع لقاح آمن وفعال  ,personal,1
أبوظبي توفر لقاح كورونا موعد مسبق,plan,1
وزير الصحة يتلقى الجرعة الثانية لقاح,celebrity,1
انتشار شائعات تسبب اللقاحات بوفاة أشخاص تلقوها عدة دول نسجل وفاة نتجت تلقي المصابين لأي لقاح لـ,others,1
 حفظه الله يتلقى الجرعة الأولى لقاح كورونا كوفيد,celebrity,1
ينتظرون اللقاح الإنجليزي مسنون بريطانيون يرفضون لقاح فايزر,info_news,1
وكالة أنباء الإمارات الموافقة استخدام لقاح سبوتنيك الروسي المضاد لكوفيد حالات الطوارئ,plan,1
أمير تأخرت بتلقي لأنني سبق وأ صبت بالفيروس ونصحني الأطباء بأن أؤخر موعد تلقيه  ,celebrity,1
فاوتشي سنشترك الصحة العالمية مشروع دولي لتوزيع لقاح كورونا,info_news,1
الصحة   جرعتين لقاح كورونا شرط للحصول الجواز الصحي,restrictions,1
دول أوروبية تعرب قلق بالغ لتأخر تسليم لقاح فايزر ,info_news,1
استقالة جنرال الجيش الاسباني استخدامه نفوذه لأخذ تطعيم كورونا   تعرفون احد عندنا خذاها بواسطه,celebrity,1
لقاح كورونا يعرض الوليد عاصي الحلاني للهجوم الجمهور الإعلاميين ,others,0
لايمكن لراعية الشر ان تهب الحياة ,others,-1
لقاحات صينية مضادة لـ تدخل المرحلة الثالثة التجارب السريرية ,info_news,1
تحذر محتالى يبيعون لقاحات مزيفة وخطيرة بـ دولارا ,info_news,0
 تبغونا ناخذ لقاح كورونا وحنا اخذنا لقاح الانفلونزا الشهر اللي  خطير علينا,personal,-1
النسوان منحقن فيلر وبوتوكس  ونانوفات لقاح ابدا منخاف منو اوقاتكم,personal,0
مفتي المملكة   لقاح كورونا طريق العضل مفطرا للصيام,info_news,1
لمن عطى اللجنة الوطنية للأوبئة عزمي محافظة يجيب  ,personal,1
هانعمل مشروع قطر كهربا مليار مافيش حقنة لقاح اتضربت  الحق ستات جابوا كب كيكس ابيحة,unrelated,0
الإمارات تعلن توفير لقاح للجميع بدءا سن عاما,info_news,1
وزارة الصحة تدعو الالتزام بموعد وموقع لقاح فيروس الرسالة ترسلها  ,info_news,1
اه انت لقاح بارع وماهر وتصنع الفارق تصنع الفارق بمنظومتك المناعيه,info_news,1
تلقيت الجرعة الأولى لقاح الكورونا إبداع التنظيم التعامل أمر يدعو فعلا للفخر الإعتزاز,personal,1
مستشار الرئيس الكميات المنتجة لقاح كورونا تكفي ثلث,info_news,0
السفير الأميركي يشيد بالكفاءة السعودية تنظيم إجراءات لقاح كورونا,info_news,1
وثق المواطن تركي بن ثعيل العتيبي سعادته يأخذ جرعته الثانية لقاح يد ابنته الدكتوره,celebrity,1
سلمان بن عبد العزيز يتلقى الجرعة الأولى لقاح,celebrity,1
لقاح كورونا فعال ضد السلالة البريطانية والجنوب إفريقية الفيروس,info_news,1
شاء الله وطني الغالي قدم خلال ساعة فقط جرعة لقاح كورونا المستجد موفقة شاء الله بلادي ,info_news,1
مسؤولة بـ عبر الأنف عطي مناعة مختلفة فيديو ,info_news,1
وصول الدفعة الأولى مطعوم سينوفارم المضاد لفيروس كورونا الى الأردن ,info_news,1
تطعيم مسؤولة برازيلية بالصحة مرة صارت هالحركة  التطعيم الحقيقي وليس,celebrity,1
تحقق اليوم أعلى معدل توزيع لجرعات لقاح كوفيد_ للفئات المؤهلة طبيا  ,plan,1
الصحة   اعتماد لقاحي كورونا أسترازينيكا وموديرنا لقاح فايزر,info_news,1
النهاردة شوفت شباب بيدوا تطعيم الكورونا كوبري محرم وبجد فرحت بانتشار الوعي الصحي الشباب مصر,personal,1
شكرا قيادتنا الرشيدة  شكرا ومنسوبيها   مقيمة تعبر مشاعرها تلقيها لقاح,personal,1
يتلقى  الجرعه الأولى لقاح كوفيد  اللهم بارك صحته وعافيته  وأمد عمره أنك سميع مجيب,celebrity,1
انتقده وشكك فاعليته تستعد لاستلام أولى شحنات لقاح  رابط تخطي الحجب,info_news,1
فـايروس والبيان الفصـل وماهو بالهـزل   الإمام ناصر محمد اليماني  رمضان هـ  ,info_news,1
المفتي العام   لقاح كورونا مفطرا للصيام كونه عطى طريق العضل,info_news,1
روسيا تتفاوض أفغانستان إمكانية تصدير لقاح سبوتنيكضد كورونا ,info_news,1
الجزائر تتوصل روسيا بشحنات الفودكا لقاح سبوتنيك  اللي يسها   المهم تقادوا الموغريب ههههه ,info_news,1
طور التجارب لقاح ضد طريق بخاخ الأنف تفاصيل   ,info_news,1
فيروس فتاك جديد يهدد العالم نيباه ظهر فى الصين ويسبب الغيبوبة وليس لقاح ونسبة الوفيات تصل,unrelated,0
الساخن بشده الملك سلمان ياخذ لقاح كوفيد اليوم,celebrity,1
جدل الجزائر لقاح كورونا حلال حرام,info_news,0
بيت بالعارضيه سعر بيت بامريكا  وتبون ناخذ لقاح,info_news,1
فوضى أزمة كبيرة عملية التلقيح فشلت ألمانيا حماية مواطنيها كورونا ,info_news,0
جنبلاط لـ خوفي الوحيد صاب بـ كورونا ومستعد لأخذ لقاح الصيني    ,celebrity,1
معالي رئيس يتلقى الجرعة الثانية لقاح كورونا,celebrity,1
سمو الأمير تركي بن هذلول يتلقى الجرعة الأولى ,celebrity,1
فيديو يحصد الإعجاب مواطن يتلقى يد ابنته وهذا قاله ,personal,1
سيدي يتلقى الجرعة الاولى لقاح  معها العافية والسلامة الدائمة يارب  ,celebrity,1
عزيزي لقاح كورونا انت كوب خمر او فيروس الباقين لانه خذتك وانا مدوخه مسطله,personal,-1
الأمين العام للأمم المتحدة أنطونيو يعرب أسفه لـ فشل التضامن مجال التطعيم باللقاحات ضد حول العالم,info_news,1
فيروس كورونا وكالة الأدوية الأوروبية ترخص استعمال لقاح مودرنا الأمريكي  ,info_news,1
مكتب شؤون المجالس بديوان ولي عهد أبوظبي يطلق حملة تطعيم للقاح تعرفوا المجالس المتوفر التطعيم  ,info_news,1
ظل تسابق دول العالم تطعيم شعوبها الدول العربية يصل إليها لقاح ,info_news,1
سمو أمير الشرقية ونائبه يتلقيان الجرعة الثانية لقاح كورونا  ,celebrity,1
الم نتعض امريكا وغدرها  عداوتها للشعوب نقبل ,requests,1
دورينا يعتمد لقاح كايزر لكل الفرق المشاركه دوري المحترفين,info_news,1
أمريكا تبحث مليون جرعة مفقودة لقاح   التفاصيل,info_news,1
عاجل بايدن سيكون مليون جرعة لقاح خلال يوم فترتي الرئاسية,plan,1
الأمير مقرن بن عبدالعزيز تلقيه لقاح ,info_news,1
ميركل ألمانيا ستستخدم لقاح سبوتنيك الروسي اجتاز اختبارات الفعالية والأمان,plan,1
صور شحن الدفعة الأولى لقاح سبوتنيك  ,info_news,1
شو السبب لرفضكم اخذ لقاح اشوف جواب منطقي,info_news,1
دراسة لقاح فايزر بيونتيك فعالا تحور سلالات كورونا الجديدة,info_news,1
حفظ الله  سوء وأدام الله  الصحة والعافية  ,celebrity,1
لقاح استرازينيكا يعتمد الفيروس المضعف الميت الناقل اللقاح يعتمد اللي خلقه مش هنكفر,info_news,0
طبعا أرادوا الحصول لقاح أماكن أخرى يكون مكانا مطمئنا مشكلة  ,info_news,1
الثانية ترتيب الدول نسبة تطعيم سكانها ضد,info_news,1
أوقطاي يتلقى جرعة لقاح فيروس إطار حملة التطعيم أطلقتها وزارة الصحة وي شيد بالنظام الصحي,celebrity,1
بالجزائر إقترحنا الجزائر مساعدتها لإنتاج لقاح محليا,info_news,1
وزارة الصحة وصول الدفعة الثانية لقاح فايزر بيونتيك المضاد لفيروس كورونا,info_news,1
أردوغان يتلقى جرعة لقاح مضاد لكورونا ,celebrity,1
متحدث لقاح شرط للسفر والمسجلون بـ تجاوزوا المليون  ,info_news,1
لبنان يوقع عقدا فايزر لتأمين مليوني ومئة لقاح كورونا ,info_news,1
الحمدالله اليوم اخدت اول جرعة لقاح  ,personal,1
بايدن يتلقى جرعته الثانية لقاح كورونا الاثنين وستكون امام وسائل الاعلام,celebrity,1
صاحب السموالملكي الأميرالغالي حفظه الله يتلقى الجرعه الأولى لقاح,celebrity,1
الأمير عبدالإله بن عبدالعزيز مستشار يتلقى لقاح كورونا بمركز اللقاحات اليوم   عبر ,celebrity,1
اكتشاف مقبرة لأخر عائلة لبنانية كانت تنتظر لقاح فايزر عام الدولة اللبنانية,info_news,1
ننشر صورة طبيب يحصل بمستشفى عزل,info_news,1
البدء إعطاء لقاح كورونا للمستفيدين الفئة الثالثة ومراسل العربية يأخذ الجرعة الأولى اللقاح ,info_news,1
قال ولي العهد الأمير الحسين تلقيه لقاح فيروس كورونا,celebrity,1
يقرب نصف الباكستانيين يرفضون لماذا   لتخطي الحجب,info_news,-1
لله يطول بعمرك غالي قلبك وطنك وشعبك عم تحصل لقاح كرمال شعبك وطنك والعوني عم يدمرو تبقا لبنان,personal,1
يستقبل جرعة لقاح اكسفورد المضاد لـ,info_news,1
استمرار إعادة جدولة جرعات بسبب تأخر الشركة الصانعة التوريد ,info_news,1
عاجل   الصحة تعلن تأجيل مواعيد الجرعة الأولى لقاح كورونا لمن لديه موعد مسبق,info_news,0
الهواري للمملكة لقاح مضاد لكورونا بفعالية فع ال  ,info_news,1
حالة محص خلال خاصية  تطبيق تلقي الجرعة الثانية لقاح,info_news,1
تلقى  العم الشيخ الدكتور سعيد بن طراد بن جرمان  اليوم  الجرعة الأولى لقاح فايروس كورونا ,celebrity,1
قائد القوات الجوية الملكية السعودية الفريق ركن تركي بن بندر بن عبدالعزيز يتلقى الجرعة الأولى لقاح,celebrity,1
أقترح يعطوا الطلاب كلهم لقاح فايزر يخلوهم يداوموا طلب العلم أهم,info_news,1
بالتطعيم ستكتسب بإذن الله درع وقائي الإصابة  ,info_news,1
أردوغان أعاني حاليا أعراض جانبية إثر تلقي لقاح كورونا,celebrity,1
تقديم جرعة لقاح كوفيد اليوم الأحد ,info_news,1
اليوم أخذت لقاح كوفيد الامور سهالات وترتيب حلو,personal,1
